Metascore,BoxOffice,Website,imdbRating,imdbVotes,Runtime,Language,Rated,Production,Released,imdbID,Plot,Director,Title,Actors,Response,Type,Awards,DVD,Year,Poster,Country,Genre,Writer
N/A,N/A,N/A,6.8,77,100 min,English,N/A,N/A,07 Feb 1955,tt0048338,The honourable Mark St. Neots is playing with some 'chums' when he meets and is bowled over by Sylvia. As he grows older he retains his image of this beautiful young girl with the red hair....,Harold French,The Man Who Loved Redheads,"Moira Shearer, John Justin, Roland Culver, Gladys Cooper",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMzVlOWNjMGMtMzVlZC00ODMxLTllYjgtODExZDcwMjAwZDgzXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,UK,"Comedy, Music, Romance","Terence Rattigan (play), Terence Rattigan (screenplay)"
N/A,N/A,N/A,6.7,"1,227",84 min,English,Passed,Independent Pictures,05 Nov 1955,tt0048339,"When a notorious tough 'town tamer' is hired by the citizenry to rid of the gunmen driving them off their land, he finds the local saloon madam to be an old friend.",Richard Wilson,Man with the Gun,"Robert Mitchum, Jan Sterling, Karen Sharpe, Henry Hull",True,movie,N/A,15 Oct 1998,1955,https://m.media-amazon.com/images/M/MV5BZDI4MDEwMDAtYmZhMy00NzI2LWIzZmEtN2JlZmRmMDIwNWY0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,USA,Western,"N.B. Stone Jr. (story and screenplay), Richard Wilson (story and screenplay)"
N/A,N/A,N/A,7.0,"2,576",89 min,English,Approved,Universal International Pictur,13 Apr 1955,tt0048340,A drifter working as foreman for an iron-fist female rancher must chose sides between his attractive employer and the other neighboring settlers who are mistreated by her.,King Vidor,Man Without a Star,"Kirk Douglas, Jeanne Crain, Claire Trevor, William Campbell",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BY2RkMGRhMmMtMGE2Ni00OWJhLWI5NDgtNDFmYWM4MTIzZTBiXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_SX300.jpg,USA,Western,"Borden Chase (screenplay), D.D. Beauchamp (screenplay), Dee Linford (novel)"
N/A,N/A,N/A,6.2,284,80 min,English,Approved,N/A,12 Apr 1955,tt0048341,"In Tomahawk, the crooked Jackman brothers control the town, Sheriff Dunham is up for re-election, the sheep growers are banned in town and a stagecoach line undercover investigator arrives to catch the gang that regularly robs the stages.",Jack Arnold,The Man from Bitter Ridge,"Lex Barker, Mara Corday, Stephen McNally, John Dehner",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BOWNiNTkxYmQtMjJjNi00NTAwLWE2NDEtYzJkOTI1NTljYjE2XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,USA,"Romance, Western","Lawrence Roman (screenplay), Teddi Sherman (adaptation), William MacLeod Raine (based on a novel by)"
N/A,N/A,N/A,7.4,"8,543",103 min,English,Not Rated,Sony Pictures Home Entertainment,31 Aug 1955,tt0048342,"A stranger, Will Lockhart, defies the local cattle baron and his sadistic son by working for one of his oldest rivals.",Anthony Mann,The Man from Laramie,"James Stewart, Arthur Kennedy, Donald Crisp, Cathy O'Donnell",True,movie,N/A,08 Feb 2000,1955,https://m.media-amazon.com/images/M/MV5BOWE2ZTA5MjItMjBmMy00MzcyLTk2M2ItYmUyNmRiZjM0Y2E2XkEyXkFqcGdeQXVyMTI1NDQ4NQ@@._V1_SX300.jpg,USA,Western,"Philip Yordan (screenplay), Frank Burt (screenplay), Thomas T. Flynn (Saturday Evening Post story)"
N/A,N/A,N/A,5.9,28,71 min,English,N/A,N/A,06 Mar 1948,tt0048343,"James Craig is torn between his criminal career as the masked bandit named the El Paso Kid, and the life of a law-abiding citizen with his long-suffering wife Zoe (Bari). Throughout the ...",Leigh Jason,Man from Texas,"James Craig, Lynn Bari, Johnny Johnston, Una Merkel",True,movie,N/A,N/A,1948,http://ia.media-imdb.com/images/M/MV5BMTYxMTE1OTMxMl5BMl5BanBnXkFtZTcwMjc5NTk5Mw@@._V1_SX300.jpg,USA,Western,"Jerome Chodorov, Joseph Fields, E.B. Ginty (play)"
N/A,N/A,N/A,6.7,10,51 min,English,N/A,N/A,N/A,tt0048344,N/A,David MacDonald,Man in Demand,"Dorothy Gordon, Eric Lander, Christopher Lee, Muriel Young",True,movie,N/A,N/A,1955,N/A,UK,N/A,N/A
N/A,N/A,N/A,5.7,15,29 min,English,N/A,Exclusive Films,10 Nov 1956,tt0048345,N/A,Joseph Losey,A Man on the Beach,"Donald Wolfit, Michael Medwin, Michael Ripper",True,movie,N/A,N/A,1956,N/A,UK,"Short, Drama",'Victor Canning (story "Chance At the Wheel"), Jimmy Sangster (screenplay)'
N/A,N/A,N/A,6.5,433,85 min,English,N/A,N/A,24 Nov 1955,tt0048346,Civil Servant Norman becomes the favourite of the rulers of a South Seas island that the British have an interest in.,John Paddy Carstairs,Man of the Moment,"Norman Wisdom, Lana Morris, Belinda Lee, Jerry Desmonde",True,movie,N/A,30 Sep 2008,1955,https://m.media-amazon.com/images/M/MV5BMTcxNzMyMzA1OF5BMl5BanBnXkFtZTcwNDkyNzIyMQ@@._V1_SX300.jpg,UK,Comedy,"Maurice Cowan (original story), Vernon Sylvaine (screenplay), John Paddy Carstairs (screenplay)"
N/A,N/A,N/A,7.5,"8,711",119 min,English,Passed,United Artists,16 Jan 1956,tt0048347,A strung-out junkie deals with a demoralizing drug addiction while his crippled wife and card sharks pull him down.,Otto Preminger,The Man with the Golden Arm,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang",True,movie,Nominated for 3 Oscars. Another 5 nominations.,16 May 2000,1955,https://m.media-amazon.com/images/M/MV5BNzkzODY5YTctZmE5Yy00ZmQyLWE2NzQtNzVlNjc3MTYxZTBiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir, Romance","Walter Newman (screenplay), Lewis Meltzer (screenplay), Nelson Algren (from the novel by)"
N/A,N/A,N/A,5.1,7,95 min,German,N/A,N/A,17 Mar 1955,tt0048348,N/A,Volker von Collande,Ein Mann vergißt die Liebe,"Willy Birgel, Maria Holst, Willi Forst, Annemarie Düringer",True,movie,N/A,N/A,1955,N/A,West Germany,"Crime, Drama","Werner Jörg Lüddecke, Madeleine Paul"
N/A,N/A,N/A,6.8,5,102 min,Italian,N/A,N/A,17 Sep 1955,tt0048349,N/A,Giuseppe Maria Scotese,Il mantello rosso,"Patricia Medina, Fausto Tozzi, Jean Murat, Bruce Cabot",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY2OTlkMmUtMTA4MC00MDBhLWExNTgtZDEwOGQzMjI0OGE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk4NjEyOTE@._V1_SX300.jpg,"Italy, France",Adventure,"Jacopo Corsi (story adaption), Pierre Kast (story adaption), Riccardo Pazzaglia (story adaption), Albino Principe, France Roche (story adaption), Guglielmo Santangelo, Giuseppe Maria Scotese (story adaption)"
N/A,N/A,N/A,6.4,867,94 min,English,PASSED,Warner Home Video,04 Feb 1955,tt0048350,Robert Taylor and Eleanor Parker star as a Kentucky backwoodsman and the woman who will NOT let anything interfere with her plans to marry him in this humorous romantic adventure through the American Frontier of 1798.,Roy Rowland,Many Rivers to Cross,"Robert Taylor, Eleanor Parker, Victor McLaglen, Jeff Richards",True,movie,N/A,26 Aug 2008,1955,https://m.media-amazon.com/images/M/MV5BZDQ1NDQ2MTItMjM2NC00M2U2LWFmN2EtNzNmOTM2ZDZiYzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Comedy, Romance, Western","Harry Brown (screenplay), Guy Trosper (screenplay), Steve Frazee (story)"
N/A,N/A,N/A,5.8,129,81 min,English,APPROVED,MGM,20 May 1955,tt0048351,"An innocent squatter in Arizona Territory, Jeff Richards, builds a home in a box canyon, and then has to battle to survive as Dan Duryea and his small army of gunfighters try to evict him.",Gerald Mayer,The Marauders,"Dan Duryea, Jeff Richards, Keenan Wynn, Jarma Lewis",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BYTAwZTc2MmQtMjRjMi00MWM1LWI3MjgtYjNhNjFjYjU4MjI0XkEyXkFqcGdeQXVyNjgyNTk4NTY@._V1_SX300.jpg,USA,Western,"Earl Felton, Jack Leonard, Alan Marcus"
N/A,N/A,N/A,6.3,30,85 min,English,N/A,N/A,01 Apr 1956,tt0048352,"Sir Charles Hare, a young Irish baronet, gambles his all on one of his horses at Ascot. But the horse is 'pulled', and Sir Charles is forced to sell his Irish estate. His aunt, however, has some surprises in store for him.",George More O'Ferrall,The March Hare,"Peggy Cummins, Terence Morgan, Martita Hunt, Cyril Cusack",True,movie,N/A,N/A,1956,http://ia.media-imdb.com/images/M/MV5BMTY0MTAzODIxOF5BMl5BanBnXkFtZTgwNDY2Nzk1MDE@._V1_SX300.jpg,UK,Comedy,"T.H. Bird (novel), Paul Vincent Carroll, Allan MacKinnon, Gordon Wellesley"
N/A,N/A,N/A,6.5,169,125 min,French,N/A,N/A,29 Dec 1955,tt0048353,Based on novel by Pierre Dumarchais. The story of the aging pedant who sells his soul to Satan in exchange for youth and knowledge.,Claude Autant-Lara,Marguerite de la nuit,"Michèle Morgan, Yves Montand, Jean Debucourt, Jacques Clancy",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNmVhNmNlZWMtZGZiNS00Y2JjLWEyYjAtNTQxZDZmOGZlYjM2XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,"France, Italy","Drama, Fantasy, Romance","Pierre Dumarchais (novel), Ghislaine Autant-Lara (adaptation), Gabriel Arout (adaptation), Ghislaine Autant-Lara (dialogue)"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt0048353,N/A,N/A,#DUPE#,N/A,True,movie,N/A,N/A,1955,N/A,N/A,N/A,N/A
N/A,N/A,N/A,6.3,102,120 min,French,N/A,N/A,27 Apr 1956,tt0048355,N/A,Jean Delannoy,Shadow of the Guillotine,"Michèle Morgan, Richard Todd, Jacques Morel, Jeanne Boitel",True,movie,1 nomination.,N/A,1956,https://m.media-amazon.com/images/M/MV5BOWZhMjE5ZDgtZjg0MC00ODMwLWE5OGQtMGUwZjA3ODAxZTQ1XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,"France, Italy","Drama, History","Jean Delannoy, Philippe Erlanger, Bernard Zimmer (dialogue), Bernard Zimmer (screenplay)"
N/A,N/A,N/A,7.7,"19,318",90 min,English,Not Rated,MGM Home Entertainment,10 Jun 1955,tt0048356,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,Delbert Mann,Marty,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli",True,movie,Won 4 Oscars. Another 15 wins & 5 nominations.,19 Jun 2001,1955,https://m.media-amazon.com/images/M/MV5BMDhjZjAzZTktMTY0MC00ZTVhLWE4NDQtZjIyN2JiYjZlMjU0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,USA,"Drama, Romance","Paddy Chayefsky (story), Paddy Chayefsky (screenplay)"
N/A,N/A,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,tt0048357,N/A,Earl Bellamy,Masquerade,N/A,True,movie,N/A,N/A,1955,N/A,USA,N/A,N/A
N/A,N/A,N/A,5.6,187,73 min,English,APPROVED,N/A,01 Dec 1954,tt0048358,"In Kansas, fearing another Indian War, Sheriff Bat Masterson, Marshal Wyatt Earp and Doc Holliday join forces to defuse tensions over grazing lands between Indians and greedy cattlemen.",William Castle,Masterson of Kansas,"George Montgomery, Nancy Gates, James Griffith, Jean Willes",True,movie,N/A,N/A,1954,https://m.media-amazon.com/images/M/MV5BNWNiNDE5NmItYzRhOS00ODE0LWEyZmUtYjU0NjQ5ODE0OWFlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,USA,Western,"Douglas Heyes (story), Douglas Heyes (screenplay)"
N/A,N/A,N/A,7.2,93,104 min,Russian,N/A,N/A,07 Jul 1956,tt0048359,Timid old woman Pelageya Nilovna observes the revolutionary activities of her son Pavel Vlasov and gradually comes to realize that his cause is a great and noble one. She involves herself ...,Mark Donskoy,1905,"Vera Maretskaya, Aleksey Batalov, Tatyana Piletskaya, Andrei Petrov",True,movie,1 nomination.,N/A,1956,https://images-na.ssl-images-amazon.com/images/M/MV5BODE2ZGI4YmEtMDc0Mi00Yzc0LTliOTItYzIxNTA3Zjk5NzA4XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,Soviet Union,Drama,"Mark Donskoy, Maxim Gorky (novel), Nikolai Kovarsky"
N/A,N/A,N/A,N/A,N/A,N/A,English,N/A,N/A,08 May 1955,tt0048360,Two episodes of the TV series "Wild Bill Hickok" edited together and released as a feature.,Frank McDonald,The Matchmaking Marshal,"Guy Madison, Andy Devine, Bobby Jordan, Anna Lee Carroll",True,movie,N/A,N/A,1955,N/A,USA,Western,"William Raynor, Maurice Tombragel"
N/A,N/A,N/A,7.0,114,84 min,French,N/A,N/A,21 Oct 1955,tt0048361,"Through her answers to police inspector Corbin's questions, investigating Dr Danieli's suicide, Catherine Racan draws her self-portrait. The ambitious young journalist indeed tells how she ...",Alexandre Astruc,Bad Liaisons,"Jean-Claude Pascal, Anouk Aimée, Gaby Sylvia, Philippe Lemaire",True,movie,1 win & 1 nomination.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BOGZmYzRlZmQtN2RjZC00MDA2LWI1NTMtOThhNmI0NTdlNDJhXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,France,Drama,"Cécil Saint-Laurent (novel), Alexandre Astruc (scenario,  dialogue and adaptation), Roland Laudenbach (scenario,  dialogue and adaptation)"
N/A,N/A,N/A,7.8,765,94 min,Russian,N/A,N/A,09 Jan 1956,tt0048362,"Maxim Perepelitsa is a cheerful, mischievous and resourceful young man from a Ukrainian village. He loves to make up stories and invent practical jokes. When he is drafted into the Russian Army, he doesn't stop his antics.",Anatoliy Granik,Maksim Perepelitsa,"Leonid Bykov, Nikolay Yakovchenko, Aleksandr Borisov, Konstantin Sorokin",True,movie,N/A,N/A,1956,https://m.media-amazon.com/images/M/MV5BNTFlNGJiZWQtMjBhZS00ZGVjLTk2MzEtZDViOTJkY2Q2MTZkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,Soviet Union,Comedy,Ivan Stadnyuk
N/A,N/A,N/A,6.8,"1,273",36 min,French,N/A,N/A,07 Dec 1995,tt0048363,A documentary short depicting a Hauka ceremony where young workers are possessed by British colonial officers.,Jean Rouch,The Mad Masters,Jean Rouch,True,movie,N/A,N/A,1957,https://m.media-amazon.com/images/M/MV5BZTNhZTNmYzktZDM0My00Nzg2LWFlMGUtYzI5NmRmZGM5OTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyOTc2Mzg5OQ@@._V1_SX300.jpg,France,"Documentary, Short, Horror",N/A
N/A,N/A,N/A,6.4,370,106 min,English,N/A,Warner Bros,02 Dec 1955,tt0048364,"Mac's plans to settle down and raise a family are upset by the Korean War. He goes as a fighter pilot and returns a hero, the first triple ace of the war. His neighbors have built a home ...",Gordon Douglas,The McConnell Story,"Alan Ladd, June Allyson, James Whitmore, Frank Faylen",True,movie,N/A,28 Apr 1990,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzMyOTI2MV5BMl5BanBnXkFtZTcwMDA2NDMyMQ@@._V1_SX300.jpg,USA,"Drama, War","Ted Sherdeman (screenplay), Sam Rolfe (screenplay), Ted Sherdeman (story)"
N/A,N/A,N/A,N/A,N/A,111 min,Japanese,N/A,N/A,22 Jan 1955,tt0048365,N/A,Daisuke Itô,Meiji ichidai onna,"Michiyo Kogure, Jun Tazaki, Haruko Sugimura, Yataro Kitagami",True,movie,N/A,N/A,1955,N/A,Japan,Drama,"Daisuke Itô, Matsutarô Kawaguchi (novel), Masashige Narusawa"
N/A,N/A,N/A,N/A,N/A,22 min,German,N/A,N/A,N/A,tt0048366,N/A,"Joris Ivens, Alfons Machalz, Vladimir Pozner",My Child,Helene Weigel,True,movie,N/A,N/A,1955,N/A,East Germany,Short,Vladimir Pozner
N/A,N/A,N/A,7.7,11,96 min,German,N/A,N/A,01 Oct 1955,tt0048367,N/A,Wolfgang Schleif,Meine Kinder und ich,"Grethe Weiser, Doris Kirchner, Claus Biederstaedt, Hans Nielsen",True,movie,N/A,N/A,1955,N/A,West Germany,"Comedy, Drama, Family","Karl-Wilhelm Vivier, Heinz Oskar Wuttig"
N/A,N/A,N/A,4.3,12,84 min,Spanish,N/A,N/A,24 Oct 1956,tt0048368,Film inspired by the radio contest of the same title.,Juan Fortuny,La melodía misteriosa,"Dany Carrel, Bobby Deglané, Ricardo Fusté, Salvador Garrido",True,movie,N/A,N/A,1956,N/A,"Spain, France",Crime,"Arturo Buendía, Juan Fortuny, Jesús Franco (story), Ángel G. Gauna, Antonio Jover, Frank Ladret (story)"
N/A,N/A,N/A,5.9,38,30 min,English,N/A,N/A,21 Dec 1955,tt0048369,Part of Walt Disney's People and Places series. This is the story of the "Icebreakers" - ships of very special construction that are built to make their way through the heavy Arctic ice packs on a trip to Thule.,Winston Hibler,Men Against the Arctic,Winston Hibler,True,movie,Won 1 Oscar. Another 1 win.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNWEzYTEyZmYtZGFmNi00OTVhLThiNWUtOWZiMmZjOWZmYTFjXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg,USA,"Family, Documentary, Short",Winston Hibler
N/A,N/A,N/A,7.0,66,90 min,Spanish,N/A,N/A,03 Feb 1955,tt0048370,"The action occurs in Abasto Market in Buenos Aires, Argentina. A grown up single woman marries a mafia man who promised her he would change. After they've married, the past come to ruin the wife's life.",Lucas Demare,Mercado de abasto,"Tita Merello, Pepe Arias, Juan José Miguez, Pepita Muñoz",True,movie,N/A,12 Mar 2002,1955,http://ia.media-imdb.com/images/M/MV5BMjExMzk2MTI4OF5BMl5BanBnXkFtZTcwMzY1MjU1MQ@@._V1_SX300.jpg,Argentina,"Comedy, Musical, Romance","Carlos A. Olivari, Sixto Pondal Ríos"
N/A,,,N/A,N/A,120 min,English,N/A,,N/A,tt0048371,N/A,Hal Burton,The Merchant of Venice,"Raymond Westwell, Michael Hordern, Rachel Gurney, John Hayter",True,episode,N/A,,1955,N/A,UK,Drama,William Shakespeare (play)
N/A,N/A,N/A,N/A,N/A,N/A,English,N/A,N/A,02 Oct 1955,tt0048372,N/A,"Barrie Edgar, Glen Byam Shaw",The Merry Wives of Windsor,"Edward Atienza, Rosalind Atkinson, Angela Baddeley, Geoffrey Bayldon",True,movie,N/A,N/A,1955,N/A,UK,"Comedy, Romance",William Shakespeare (play)
N/A,N/A,N/A,N/A,N/A,91 min,Spanish,N/A,N/A,15 Oct 1956,tt0048373,N/A,José María Ochoa,La mestiza,"Mercedes Albert, Lída Baarová, Rafael Bardem, Enrique Batalla",True,movie,N/A,N/A,1956,N/A,Spain,Drama,"Faustino González Aller (story), José María Ochoa, Ángel Pageo"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28 Mar 1956,tt0048374,"One modest and talented young singer, finds his way to fame... but not without his family.",Roberto Rodríguez,Mi canción eres tú,"Andy Russell, Evangelina Elizondo, Freddy Fernández, Miguel Manzano",True,movie,N/A,N/A,1956,N/A,N/A,"Musical, Comedy, Drama, Romance","Carlos González Dueñas, Ricardo Parada de León"
N/A,N/A,N/A,8.3,33,97 min,Serbo-Croatian,N/A,N/A,06 Apr 1955,tt0048375,"Three children, two brothers and their friend, win a lottery ticket at sports forecasting. Upon deciding not to tell their parents in order to buy a ship, two criminals find out about this and try to steal their money.",Branko Bauer,Millions on the Island,"Metka Gabrijelcic, Vladimir Bacic, Relja Basic, Radovan Vuckovic",True,movie,N/A,N/A,1955,N/A,Yugoslavia,N/A,Arsen Diklic
N/A,N/A,N/A,6.6,14,99 min,Danish,N/A,N/A,29 Aug 1955,tt0048376,N/A,Alice O'Fredericks,Min datter Nelly,"Maria Garland, Poul Reichhardt, Lillian Tillegreen, Randi Michelsen",True,movie,N/A,N/A,1955,N/A,Denmark,"Drama, Family","Leck Fischer (play), Grete Frische"
N/A,N/A,N/A,5.8,36,89 min,Finnish,N/A,N/A,25 Mar 1955,tt0048377,N/A,Valentin Vaala,Minä ja mieheni morsian,"Ruth Johansson, Leila Lampi, Emma Väänänen, Erkki Viljos",True,movie,N/A,N/A,1955,N/A,Finland,"Comedy, Music, Romance","Usko Kemppi, Valentin Vaala, Hilja Valtonen (idea)"
N/A,,,5.9,156,60 min,English,PG,,14 Dec 1955,tt0048378,"One Kris Kringle, a department-store Santa Claus, causes quite a commotion by suggesting customers go to a rival store for their purchases. But this is nothing to the stir he causes by ...",Robert Stevenson,The Miracle on 34th Street,"Macdonald Carey, Teresa Wright, Thomas Mitchell, Sandy Descher",True,episode,N/A,,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0OTQ1MTk2MF5BMl5BanBnXkFtZTgwNjQwMTg5MjE@._V1_SX300.jpg,USA,Drama,"John Monks Jr. (teleplay), George Seaton (based on a screenplay by), Valentine Davies (story), Valentine Davies (novel), John Monks Jr. (adaptation)"
N/A,N/A,N/A,5.6,28,68 min,English,N/A,N/A,01 Jul 1955,tt0048379,"A crime writer and his wife go for a break to a country cottage. They receive an unexpected visitor, the bossy Miss Tulip, who needs shelter for the night. In the morning there is a dead body in the house.",Leslie Arliss,Dead by Morning,"Diana Dors, Patrick Holt, Jack Hulbert, Cicely Courtneidge",True,movie,N/A,N/A,1955,N/A,UK,"Comedy, Crime",John O. Douglas (screenplay)
N/A,N/A,N/A,7.7,"14,190",123 min,English,Not Rated,Warner Home Video,30 Jul 1955,tt0048380,'In the waning days of World War II, the United States Navy cargo ship Reluctant and her crew are stationed in the "backwater" areas of the Pacific Ocean. Trouble ensues when the crew members are granted liberty.',"John Ford, Mervyn LeRoy, Joshua Logan",Mister Roberts,"Henry Fonda, James Cagney, William Powell, Jack Lemmon",True,movie,Won 1 Oscar. Another 2 wins & 5 nominations.,22 Dec 1998,1955,https://m.media-amazon.com/images/M/MV5BODc0ZGUzNDQtNzRmOC00MjVkLWE4MjgtMDYwNGJiZDI1YzNjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Comedy, Drama, War","Frank S. Nugent (screenplay), Joshua Logan (screenplay), Thomas Heggen (based on the play by), Joshua Logan (based on the play by), Thomas Heggen (from the novel by)"
N/A,N/A,N/A,N/A,N/A,N/A,Japanese,N/A,N/A,09 Aug 1955,tt0048381,N/A,Umetsugu Inoue,Mittsu no kao,"Rentarô Mikuni, Michitarô Mizushima, Michiyo Aratama, Yûnosuke Itô",True,movie,N/A,N/A,1955,N/A,Japan,N/A,"Umetsugu Inoue, Toshio Masuda"
N/A,N/A,N/A,7.8,351,110 min,Romanian,N/A,N/A,26 Jan 1957,tt0048382,"Follows the inner transformation of a man who tried to fight his demon, the love for money, and lost.",Victor Iliu,La 'Moara cu noroc',"Constantin Codrescu, Geo Barton, Ioana Bulca, Colea Rautu",True,movie,1 nomination.,N/A,1957,https://images-na.ssl-images-amazon.com/images/M/MV5BNWIzNWU2ZjUtMzg1OC00YzNiLThiZTItNDJiZTY4Nzc3MGUxXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_SX300.jpg,Romania,"Crime, Drama","Titus Popovici (screenplay), Ioan Slavici (novel), Ioan Slavici (story), Alexandru Struteanu (screenplay)"
N/A,N/A,N/A,6.1,8,95 min,Italian,N/A,N/A,21 Oct 1955,tt0048383,Antonio De Papis is a lawyer and his specialization is separation by mutual consent. He is contrary to marriage because he sees so many of them going wrong. So when his nephew calls on him ...,Giorgio Simonelli,La moglie è uguale per tutti,"Nino Taranto, Nadia Gray, Lea Padovani, Hélène Rémy",True,movie,N/A,N/A,1955,N/A,Italy,Comedy,"Giovanni Grimaldi, Ruggero Maccari, Gino Mangini, Vittorio Metz, Francesco Nelli"
N/A,N/A,N/A,7.1,15,25 min,French,N/A,N/A,N/A,tt0048384,N/A,Georges Franju,Mon chien,"Jacqueline Lemaire, Roger Pigaut",True,movie,N/A,N/A,1955,N/A,France,Short,"Georges Franju, Jacques Prévert (commentary)"
N/A,N/A,N/A,7.2,40,80 min,Spanish,N/A,N/A,19 Dec 1956,tt0048385,"The handsome Andrade, the undergraduate Miguel and a street vendor called 'El Rubio' plan to steal a shipment of jewelry traveling aboard the express train of Andalusia. But to carry out ...",Francisco Rovira Beleta,El expreso de Andalucía,"Jorge Mistral, Marisa de Leza, Mara Berni, Vicente Parra",True,movie,N/A,N/A,1956,https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwNDFmMGYtOTYyNi00ZWRlLTgxMTgtZjZjNGNkNGNjYmExXkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_SX300.jpg,"Spain, Italy",N/A,"Vicente Coello (screenplay), Vicente Coello (story), Giuseppe Mangione, Francisco Rovira Beleta, Manuel Salo"
N/A,N/A,N/A,N/A,N/A,N/A,Spanish,N/A,N/A,N/A,tt0048386,N/A,José María Elorrieta,La montaña de arena,"Rafael Durán, Mercedes Monterrey, Santiago Rivero, Vicente Ávila",True,movie,N/A,N/A,1955,N/A,Spain,N/A,N/A
N/A,N/A,N/A,6.7,"2,937",87 min,"English, French",Approved,Warner Bros. Classics,01 Jun 1955,tt0048387,"A young orphan is sent to the village of Moonfleet, in Dorset, England to stay with his mother's former lover, who has the facade of a gentleman but is a leader of a gang of swashbuckling bootleggers. The duo went on a treasure hunt.",Fritz Lang,Moonfleet,"Stewart Granger, George Sanders, Joan Greenwood, Viveca Lindfors",True,movie,N/A,22 Jan 1992,1955,https://m.media-amazon.com/images/M/MV5BZGY5NmFhMmMtMzU1NC00ZTYzLTg0YzYtMWExOGYyYTRjYTFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Adventure, Drama","Jan Lustig (screenplay), Margaret Fitts (screenplay), J. Meade Falkner (novel)"
N/A,N/A,N/A,6.0,23,88 min,Swedish,N/A,N/A,26 Feb 1955,tt0048388,'A member of "Sjöbjörnarna" (a group of executives), asks the newspaper editor Dick Mattson to find Brita Ljungdahl, the former wife of another of the members. The first clue he tries is to ...',Stig Olin,"Mord, lilla vän","Stig Olin, Inga Landgré, Gösta Cederlund, Peter Lindgren",True,movie,N/A,N/A,1955,N/A,Sweden,Crime,"Anders Jonason (novel), Stig Olin"
N/A,N/A,N/A,N/A,N/A,90 min,Italian,N/A,N/A,N/A,tt0048389,A presenter invents a radio quiz in which the contestants have to recognize a popular tune disguised as a classical one. Lots of people take part in the contest.,Stefano Canzio,Motivo in maschera,"Mike Bongiorno, Lelio Luttazzi, Lyla Rocco, Alba Arnova",True,movie,N/A,N/A,1955,N/A,Italy,Comedy,"Mike Bongiorno, Stefano Canzio, Remigio Del Grosso, Michele Galdieri, Lelio Luttazzi, Fulvio Palmieri"
